PF, 20, IND, 5, 0, 41, 7, 18, .389, 0, 5, .000, 7, 13, .538, .389, 3, 3, 1.000, 1, 7, 8, 6, 2, 2, 1, 4, 17, 
SG, 25, BRK, 17, 0, 362, 88, 180, .489, 44, 95, .463, 44, 85, .518, .611, 29, 38, .763, 3, 42, 45, 28, 10, 7, 25, 16, 249, 
SG, 20, OKC, 19, 4, 416, 55, 92, .598, 21, 40, .525, 34, 52, .654, .712, 11, 13, .846, 11, 34, 45, 26, 10, 7, 10, 31, 142, 
PF, 25, CHO, 17, 12, 537, 93, 214, .435, 34, 104, .327, 59, 110, .536, .514, 25, 35, .714, 21, 71, 92, 40, 11, 16, 26, 46, 245, 
PG, 22, MIL, 2, 0, 6, 1, 3, .333, 1, 2, .500, 0, 1, .000, .500, 0, 0, , 0, 1, 1, 0, 1, 0, 2, 0, 3, 
SF, 29, PHO, 15, 0, 269, 24, 66, .364, 19, 52, .365, 5, 14, .357, .508, 9, 13, .692, 9, 26, 35, 8, 6, 6, 13, 25, 76, 
SG, 26, OKC, 8, 0, 62, 8, 18, .444, 7, 17, .412, 1, 1, 1.000, .639, 0, 0, , 1, 5, 6, 5, 0, 1, 0, 4, 23, 
PF, 23, BRK, 13, 0, 184, 37, 70, .529, 5, 13, .385, 32, 57, .561, .564, 9, 10, .900, 16, 33, 49, 23, 7, 3, 16, 28, 88, 
SF, 21, DEN, 19, 0, 285, 37, 73, .507, 4, 19, .211, 33, 54, .611, .534, 8, 16, .500, 8, 28, 36, 14, 10, 19, 11, 27, 86, 
PF, 20, SAS, 18, 18, 540, 129, 295, .437, 26, 96, .271, 103, 199, .518, .481, 63, 76, .829, 38, 136, 174, 46, 24, 49, 63, 46, 347, 
SG, 20, SAS, 5, 0, 24, 3, 8, .375, 0, 1, .000, 3, 7, .429, .375, 1, 2, .500, 1, 1, 2, 5, 0, 1, 1, 3, 7, 
PG, 35, LAC, 19, 10, 507, 90, 207, .435, 14, 51, .275, 76, 156, .487, .469, 34, 54, .630, 29, 97, 126, 100, 25, 6, 44, 46, 228, 
PG, 23, CHI, 21, 21, 697, 111, 260, .427, 60, 149, .403, 51, 111, .459, .542, 33, 39, .846, 8, 58, 66, 89, 19, 6, 40, 60, 315, 
SG, 29, BOS, 16, 16, 515, 72, 154, .468, 35, 86, .407, 37, 68, .544, .581, 50, 58, .862, 11, 51, 62, 82, 17, 13, 28, 36, 229, 
SF, 19, HOU, 5, 0, 32, 7, 15, .467, 1, 5, .200, 6, 10, .600, .500, 5, 10, .500, 1, 7, 8, 2, 1, 0, 2, 2, 20, 
SG, 25, OKC, 17, 0, 200, 29, 50, .580, 9, 20, .450, 20, 30, .667, .670, 12, 17, .706, 9, 27, 36, 13, 6, 1, 9, 16, 79, 
SF, 28, GSW, 18, 18, 490, 91, 210, .433, 16, 60, .267, 75, 150, .500, .471, 32, 54, .593, 35, 44, 79, 21, 6, 7, 32, 46, 230, 
PG, 25, MIL, 1, 0, 2, 0, 1, .000, 0, 1, .000, 0, 0, , .000, 0, 0, , 0, 0, 0, 0, 0, 0, 1, 1, 0, 
PF, 25, DAL, 19, 19, 547, 62, 147, .422, 43, 106, .406, 19, 41, .463, .568, 20, 31, .645, 22, 49, 71, 32, 5, 11, 17, 50, 187, 
PF, 22, OKC, 16, 16, 524, 104, 206, .505, 18, 50, .360, 86, 156, .551, .549, 56, 64, .875, 5, 61, 66, 62, 12, 5, 30, 49, 282, 
C, 21, OKC, 14, 0, 188, 22, 56, .393, 12, 33, .364, 10, 23, .435, .500, 7, 8, .875, 9, 45, 54, 22, 5, 2, 6, 25, 63, 
SG, 24, HOU, 4, 0, 22, 6, 11, .545, 0, 2, .000, 6, 9, .667, .545, 1, 2, .500, 0, 0, 0, 2, 1, 0, 0, 2, 13, 
PF, 29, OKC, 9, 0, 150, 20, 37, .541, 8, 15, .533, 12, 22, .545, .649, 3, 8, .375, 8, 19, 27, 16, 4, 0, 3, 20, 51, 
C, 22, CHO, 18, 18, 488, 96, 147, .653, 0, 0, , 96, 147, .653, .653, 46, 64, .719, 74, 107, 181, 21, 15, 18, 16, 48, 238, 
PF, 22, CHI, 21, 11, 518, 62, 152, .408, 21, 66, .318, 41, 86, .477, .477, 24, 32, .750, 22, 59, 81, 26, 21, 19, 24, 32, 169, 
C, 26, POR, 6, 0, 119, 17, 26, .654, 0, 0, , 17, 26, .654, .654, 7, 9, .778, 11, 27, 38, 5, 7, 7, 7, 17, 41, 
SG, 23, MEM, 11, 0, 151, 15, 34, .441, 9, 27, .333, 6, 7, .857, .574, 12, 13, .923, 5, 31, 36, 13, 3, 7, 6, 24, 51, 
SF, 22, MEM, 17, 8, 380, 52, 133, .391, 23, 65, .354, 29, 68, .426, .477, 21, 24, .875, 12, 65, 77, 23, 9, 5, 23, 34, 148, 
PF, 23, NOP, 17, 17, 534, 156, 275, .567, 2, 4, .500, 154, 271, .568, .571, 85, 128, .664, 34, 64, 98, 83, 18, 5, 45, 43, 399, 
PF, 23, BRK, 2, 0, 7, 0, 1, .000, 0, 0, , 0, 1, .000, .000, 0, 0, , 0, 1, 1, 0, 0, 1, 0, 0, 0, 
SF, 27, NYK, 3, 0, 7, 1, 2, .500, 1, 2, .500, 0, 0, , .750, 0, 0, , 0, 1, 1, 1, 0, 0, 0, 1, 3, 
C, 22, DET, 10, 0, 111, 24, 37, .649, 0, 1, .000, 24, 36, .667, .649, 6, 11, .545, 10, 22, 32, 3, 1, 3, 8, 18, 54, 
PF, 28, LAL, 21, 1, 425, 51, 115, .443, 14, 52, .269, 37, 63, .587, .504, 31, 45, .689, 18, 105, 123, 17, 4, 12, 27, 37, 147, 
PG, 31, WAS, 8, 0, 141, 11, 30, .367, 4, 11, .364, 7, 19, .368, .433, 14, 16, .875, 3, 17, 20, 35, 13, 1, 4, 6, 40, 
PF, 35, TOR, 3, 0, 10, 2, 4, .500, 0, 0, , 2, 4, .500, .500, 0, 2, .000, 1, 2, 3, 3, 0, 0, 1, 0, 4, 
PG, 25, ATL, 18, 18, 648, 146, 357, .409, 55, 156, .353, 91, 201, .453, .486, 140, 162, .864, 12, 40, 52, 192, 29, 0, 68, 27, 487, 
C, 25, UTA, 14, 5, 170, 28, 51, .549, 3, 13, .231, 25, 38, .658, .578, 6, 8, .750, 21, 45, 66, 12, 3, 7, 10, 20, 65, 
C, 31, NOP, 17, 0, 167, 10, 32, .313, 0, 1, .000, 10, 31, .323, .313, 11, 22, .500, 21, 34, 55, 18, 3, 2, 6, 21, 31, 
C, 26, LAC, 19, 19, 490, 94, 150, .627, 0, 0, , 94, 150, .627, .627, 36, 58, .621, 60, 111, 171, 16, 2, 28, 25, 50, 224, 
